iter	Passed	Remaining
3220	55001	30377
3221	55016	30360
3222	55031	30341
3223	55046	30323
3224	55063	30306
3225	55079	30288
3226	55094	30270
3227	55110	30252
3228	55124	30234
3229	55140	30216
3230	55154	30197
3231	55169	30179
3232	55184	30160
3233	55199	30142
3234	55221	30128
3235	55236	30110
3236	55251	30092
3237	55265	30073
3238	55280	30055
3239	55295	30036
3240	55310	30018
3241	55325	30000
3242	55340	29982
3243	55354	29963
3244	55371	29946
3245	55385	29928
3246	55401	29910
3247	55415	29891
3248	55428	29872
3249	55441	29853
3250	55455	29834
3251	55469	29815
3252	55483	29796
3253	55497	29778
3254	55513	29760
3255	55529	29743
3256	55543	29724
3257	55557	29705
3258	55580	29691
3259	55593	29672
3260	55607	29653
3261	55620	29634
3262	55636	29617
3263	55650	29598
3264	55663	29579
3265	55677	29560
3266	55690	29541
3267	55703	29522
3268	55717	29503
3269	55731	29484
3270	55748	29467
3271	55762	29448
3272	55775	29430
3273	55789	29411
3274	55803	29392
3275	55817	29373
3276	55833	29356
3277	55847	29337
3278	55860	29318
3279	55874	29300
3280	55888	29281
3281	55903	29263
3282	55925	29249
3283	55939	29230
3284	55953	29211
3285	55966	29192
3286	55979	29173
3287	55993	29154
3288	56007	29136
3289	56022	29118
3290	56036	29099
3291	56050	29080
3292	56063	29061
3293	56081	29045
3294	56099	29028
3295	56118	29012
3296	56141	28998
3297	56158	28981
3298	56174	28964
3299	56189	28946
3300	56204	28928
3301	56218	28909
3302	56231	28890
3303	56246	28872
3304	56260	28853
3305	56276	28835
3306	56297	28821
3307	56311	28802
3308	56325	28784
3309	56339	28765
3310	56352	28746
3311	56366	28727
3312	56379	28708
3313	56394	28690
3314	56408	28671
3315	56421	28653
3316	56435	28634
3317	56450	28616
3318	56464	28598
3319	56478	28579
3320	56491	28560
3321	56504	28541
3322	56517	28522
3323	56531	28503
3324	56545	28485
3325	56562	28468
3326	56576	28449
3327	56590	28431
3328	56603	28412
3329	56618	28394
3330	56631	28375
3331	56645	28356
3332	56658	28337
3333	56672	28319
3334	56685	28300
3335	56698	28281
3336	56711	28262
3337	56726	28244
3338	56741	28226
3339	56760	28210
3340	56773	28191
3341	56788	28173
3342	56802	28154
3343	56816	28136
3344	56830	28117
3345	56843	28099
3346	56857	28080
3347	56871	28062
3348	56885	28043
3349	56898	28024
3350	56914	28007
3351	56927	27988
3352	56941	27969
3353	56954	27950
3354	56977	27936
3355	56992	27918
3356	57005	27899
3357	57019	27881
3358	57032	27862
3359	57045	27843
3360	57059	27825
3361	57075	27807
3362	57090	27789
3363	57104	27771
3364	57123	27755
3365	57142	27739
3366	57159	27722
3367	57174	27704
3368	57188	27686
3369	57202	27667
3370	57215	27648
3371	57229	27630
3372	57242	27611
3373	57255	27592
3374	57269	27574
3375	57287	27557
3376	57303	27540
3377	57317	27522
3378	57332	27503
3379	57345	27485
3380	57359	27466
3381	57372	27448
3382	57386	27429
3383	57402	27411
3384	57415	27393
3385	57428	27374
3386	57445	27357
3387	57462	27340
3388	57475	27321
3389	57490	27303
3390	57506	27286
3391	57519	27267
3392	57533	27249
3393	57547	27230
3394	57560	27211
3395	57573	27193
3396	57589	27175
3397	57602	27156
3398	57616	27138
3399	57629	27119
3400	57643	27101
3401	57660	27084
3402	57674	27066
3403	57690	27048
3404	57705	27030
3405	57719	27012
3406	57734	26994
3407	57750	26977
3408	57768	26960
3409	57782	26942
3410	57795	26923
3411	57808	26905
3412	57822	26886
3413	57837	26868
3414	57860	26854
3415	57880	26839
3416	57894	26820
3417	57909	26802
3418	57924	26785
3419	57938	26766
3420	57953	26748
3421	57968	26731
3422	57987	26715
3423	58000	26696
3424	58014	26678
3425	58028	26660
3426	58042	26641
3427	58059	26624
3428	58075	26607
3429	58091	26589
3430	58104	26571
3431	58117	26552
3432	58131	26534
3433	58145	26516
3434	58159	26497
3435	58175	26480
3436	58190	26462
3437	58205	26444
3438	58219	26426
3439	58232	26407
3440	58247	26389
3441	58262	26371
3442	58275	26353
3443	58291	26335
3444	58307	26318
3445	58321	26300
3446	58336	26282
3447	58350	26264
3448	58364	26246
3449	58379	26228
3450	58406	26215
3451	58427	26201
3452	58501	26209
3453	58533	26199
3454	58552	26183
3455	58570	26166
3456	58585	26148
3457	58599	26130
3458	58612	26111
3459	58626	26093
3460	58639	26075
3461	58653	26056
3462	58672	26040
3463	58686	26022
3464	58702	26005
3465	58716	25986
3466	58729	25968
3467	58742	25949
3468	58756	25931
3469	58770	25913
3470	58783	25894
3471	58796	25875
3472	58809	25857
3473	58822	25838
3474	58847	25825
3475	58861	25806
3476	58874	25788
3477	58887	25769
3478	58901	25751
3479	58914	25732
3480	58927	25714
3481	58941	25695
3482	58954	25677
3483	58968	25658
3484	58982	25640
3485	58995	25622
3486	59011	25605
3487	59027	25587
3488	59041	25569
3489	59057	25551
3490	59076	25535
3491	59091	25518
3492	59104	25499
3493	59142	25491
3494	59173	25481
3495	59188	25463
3496	59201	25444
3497	59216	25427
3498	59231	25409
3499	59245	25390
3500	59258	25372
3501	59272	25354
3502	59287	25336
3503	59300	25317
3504	59314	25299
3505	59328	25281
3506	59341	25263
3507	59355	25244
3508	59368	25226
3509	59382	25207
3510	59395	25189
3511	59408	25170
3512	59422	25152
3513	59441	25136
3514	59456	25118
3515	59472	25101
3516	59488	25084
3517	59504	25067
3518	59518	25049
3519	59532	25030
3520	59546	25012
3521	59560	24994
3522	59580	24978
3523	59594	24960
3524	59607	24942
3525	59621	24923
3526	59634	24905
3527	59648	24887
3528	59662	24869
3529	59676	24851
3530	59690	24832
3531	59703	24814
3532	59718	24796
3533	59732	24778
3534	59747	24761
3535	59761	24742
3536	59776	24725
3537	59790	24707
3538	59803	24688
3539	59817	24670
3540	59830	24652
3541	59844	24634
3542	59858	24615
3543	59871	24597
3544	59884	24579
3545	59898	24560
3546	59912	24542
3547	59926	24524
3548	59939	24506
3549	59952	24487
3550	59965	24469
3551	59979	24451
3552	59992	24432
3553	60006	24414
3554	60019	24396
3555	60032	24377
3556	60046	24359
3557	60061	24341
3558	60082	24326
3559	60096	24308
3560	60110	24290
3561	60123	24272
3562	60137	24254
3563	60150	24235
3564	60163	24217
3565	60176	24198
3566	60190	24180
3567	60203	24162
3568	60217	24144
3569	60231	24126
3570	60246	24108
3571	60259	24090
3572	60273	24072
3573	60287	24054
3574	60301	24036
3575	60314	24017
3576	60327	23999
3577	60341	23981
3578	60354	23962
3579	60368	23944
3580	60381	23926
3581	60395	23908
3582	60409	23890
3583	60422	23872
3584	60435	23853
3585	60449	23835
3586	60462	23817
3587	60475	23799
3588	60489	23781
3589	60501	23762
3590	60514	23744
3591	60528	23725
3592	60541	23707
3593	60555	23689
3594	60577	23674
3595	60590	23656
3596	60603	23638
3597	60617	23620
3598	60631	23602
3599	60645	23584
3600	60658	23565
3601	60671	23547
3602	60684	23529
3603	60697	23511
3604	60711	23492
3605	60725	23475
3606	60740	23457
3607	60754	23439
3608	60767	23421
3609	60781	23403
3610	60794	23385
3611	60808	23367
3612	60822	23349
3613	60835	23330
3614	60848	23312
3615	60862	23294
3616	60877	23277
3617	60894	23260
3618	60917	23246
3619	60932	23228
3620	60946	23210
3621	60960	23192
3622	60974	23174
3623	60988	23156
3624	61001	23138
3625	61015	23120
3626	61027	23102
3627	61042	23084
3628	61056	23066
3629	61073	23049
3630	61088	23032
3631	61102	23014
3632	61116	22996
3633	61129	22978
3634	61142	22960
3635	61156	22941
3636	61169	22923
3637	61182	22905
3638	61196	22887
3639	61209	22869
3640	61224	22851
3641	61239	22834
3642	61261	22819
3643	61275	22801
3644	61288	22783
3645	61301	22765
3646	61315	22747
3647	61329	22729
3648	61343	22711
3649	61357	22693
3650	61377	22678
3651	61392	22660
3652	61406	22642
3653	61420	22624
3654	61434	22607
3655	61447	22589
3656	61468	22573
3657	61483	22556
3658	61499	22539
3659	61513	22521
3660	61527	22503
3661	61540	22485
3662	61553	22467
3663	61567	22449
3664	61580	22431
3665	61594	22413
3666	61615	22398
3667	61628	22379
3668	61643	22362
3669	61656	22344
3670	61669	22326
3671	61683	22308
3672	61696	22290
3673	61710	22272
3674	61723	22253
3675	61736	22236
3676	61749	22217
3677	61763	22200
3678	61778	22182
3679	61792	22164
3680	61805	22146
3681	61818	22128
3682	61832	22110
3683	61845	22092
3684	61858	22074
3685	61871	22056
3686	61885	22038
3687	61899	22020
3688	61912	22002
3689	61926	21984
3690	61940	21967
3691	61954	21949
3692	61968	21931
3693	61980	21913
3694	61993	21895
3695	62007	21877
3696	62020	21859
3697	62035	21841
3698	62050	21824
3699	62068	21807
3700	62083	21790
3701	62098	21773
3702	62120	21757
3703	62134	21740
3704	62147	21722
3705	62160	21704
3706	62173	21686
3707	62187	21668
3708	62200	21650
3709	62214	21632
3710	62227	21614
3711	62240	21596
3712	62253	21578
3713	62267	21560
3714	62281	21542
3715	62294	21524
3716	62307	21506
3717	62320	21488
3718	62334	21470
3719	62347	21452
3720	62361	21435
3721	62374	21417
3722	62388	21399
3723	62401	21381
3724	62414	21363
3725	62430	21346
3726	62445	21328
3727	62461	21312
3728	62475	21294
3729	62488	21276
3730	62501	21258
3731	62514	21240
3732	62528	21222
3733	62541	21204
3734	62555	21186
3735	62568	21168
3736	62581	21150
3737	62596	21133
3738	62609	21115
3739	62623	21097
3740	62636	21079
3741	62650	21062
3742	62664	21044
3743	62677	21026
3744	62693	21009
3745	62706	20991
3746	62719	20973
3747	62733	20955
3748	62746	20937
3749	62761	20920
3750	62782	20905
3751	62795	20887
3752	62808	20869
3753	62822	20851
3754	62835	20833
3755	62850	20816
3756	62865	20799
3757	62882	20782
3758	62898	20765
3759	62915	20748
3760	62932	20732
3761	62950	20715
3762	62966	20698
3763	62980	20681
3764	62994	20663
3765	63008	20645
3766	63021	20627
3767	63036	20610
3768	63051	20593
3769	63065	20575
3770	63079	20558
3771	63092	20540
3772	63109	20523
3773	63126	20506
3774	63147	20491
3775	63161	20473
3776	63175	20456
3777	63188	20438
3778	63202	20420
3779	63216	20403
3780	63230	20385
3781	63243	20367
3782	63260	20350
3783	63275	20333
3784	63289	20316
3785	63302	20298
3786	63317	20281
3787	63330	20262
3788	63343	20245
3789	63357	20227
3790	63370	20209
3791	63384	20192
3792	63397	20174
3793	63410	20156
3794	63423	20138
